Year,Region,Fuel Type,Value,Unit
2021,British Columbia,Hydro,63.80059,TWh
2021,British Columbia,Biomass,4.05795,TWh
2021,British Columbia,Wind,2.00828,TWh
2021,British Columbia,Natural Gas (2.4%),1.69512,TWh
2021,British Columbia,Petroleum (0.1%),0.07237,TWh
2021,British Columbia,Solar (<0.1%),0.02984,TWh
2021,British Columbia,Coal & Coke,0,TWh
2021,British Columbia,Uranium,0,TWh
