Year,Region,Fuel Type,Value,Unit
2021,Alberta,Natural Gas,46.51947,TWh
2021,Alberta,Coal & Coke,16.2162,TWh
2021,Alberta,Wind,6.80061,TWh
2021,Alberta,Hydro,2.15107,TWh
2021,Alberta,Biomass,1.79358,TWh
2021,Alberta,Solar (0.6%),0.40588,TWh
2021,Alberta,Petroleum (<0.1 %),0.01566,TWh
2021,Alberta,Uranium,0,TWh
