Year,Region,Fuel Type,Value,Unit
2021,Saskatchewan,Natural Gas,11.09395,TWh
2021,Saskatchewan,Coal & Coke,10.33458,TWh
2021,Saskatchewan,Hydro,2.49456,TWh
2021,Saskatchewan,Wind,0.87039,TWh
2021,Saskatchewan,Biomass (0.4%),0.10986,TWh
2021,Saskatchewan,Solar (0.1%),0.03533,TWh
2021,Saskatchewan,Petroleum (<0.1%),0.00102,TWh
2021,Saskatchewan,Uranium,0,TWh
