Year,Region,Fuel Type,Value,Unit
2021,New Brunswick,Uranium,4.61324,TWh
2021,New Brunswick,Hydro,2.62206,TWh
2021,New Brunswick,Natural Gas,1.58022,TWh
2021,New Brunswick,Coal & Coke,1.47046,TWh
2021,New Brunswick,Wind,0.71002,TWh
2021,New Brunswick,Biomass,0.58792,TWh
2021,New Brunswick,Petroleum (0.4%),0.04039,TWh
2021,New Brunswick,Solar (<0.1%),0.00165,TWh
